No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time
2,,加藤克貴,3,■,■,■,,,12,8,0,66.7,2.67,2,0,0,0.0,0,-,8,0,0,2,6.2,29,16.0,7.0,67.2,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
3,,石井和希,3,■,■,■,,,25,16,1,64.0,5.33,6,4,1,66.7,2,0.67,14,0,0,5,8.9,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
4,,中野竜,1,,,□,,,2,1,1,50.0,1.00,2,1,1,50.0,0,-,6,0,0,2,8.3,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
5,,佐藤匠,3,■,■,■,,,10,3,0,30.0,1.00,0,0,0,-,3,1.00,8,0,0,1,3.1,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
6,,浜田翔太,3,■,■,■,,,1,0,1,0.0,-,0,0,0,-,1,0.33,10,0,1,3,5.0,1,0.0,0.0,0.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
7,,笠原啓太,3,□,■,■,,,5,5,0,100.0,1.67,0,0,0,-,0,-,8,0,1,1,0.0,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
8,,筒井匠,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,3,18.8,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
9,,前田将武,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
10,,川畑貴裕,2,■,■,,,,10,4,2,40.0,2.00,0,0,0,-,0,-,9,0,0,2,5.6,2,2.0,0.0,100.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
13,,小島大輝,1,■,,,,,6,1,0,16.7,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
14,,森田凌雅,1,,,■,,,8,4,2,50.0,4.00,2,0,1,0.0,1,1.00,4,1,1,1,25.0,8,3.0,1.0,43.8,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
17,,茂木祐太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
19,,堀内雄斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,埼玉アザレア,長野GaRons,工藤晴康,,3,0,3,Win,68
1,,酒井駿,3,■,■,■,,,27,11,3,40.7,3.67,3,0,0,0.0,0,-,15,1,2,5,11.7,30,15.0,9.0,65.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
2,,鰐川怜児,3,■,■,■,,,7,5,1,71.4,1.67,0,0,0,-,0,-,5,0,3,0,-15.0,1,1.0,0.0,100.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
3,L,三角尚久,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
4,,渡部勇人,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
5,,浅田潮,2,■,■,,,,12,5,0,41.7,2.50,0,0,0,-,0,-,7,0,2,0,-7.1,2,1.0,0.0,50.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
6,,松下祐太,3,□,□,■,,,9,5,1,55.6,1.67,0,0,0,-,0,-,5,0,1,0,-5.0,15,4.0,8.0,53.3,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
7,,石坂ハスナヌ,3,■,■,■,,,7,2,0,28.6,0.67,0,0,0,-,2,0.67,10,0,0,2,5.0,3,2.0,0.0,66.7,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
9,,高瀬太一,3,■,■,■,,,34,18,3,52.9,6.00,12,8,1,66.7,1,0.33,9,0,4,3,-2.8,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
10,,柳生大成,1,,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
12,L,山田広大,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,7.0,3.0,47.2,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
14,,高井大輝,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,7,0,1,3,7.1,1,0.0,0.0,0.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
15,,曾根裕也,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
17,,篠原和政,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,68
1,L,川崎翔太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,8.0,2.0,69.2,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
2,,加藤克貴,3,■,■,■,,,22,9,2,40.9,3.00,1,1,0,100.0,1,0.33,8,0,0,4,12.5,24,9.0,7.0,52.1,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
3,,石井和希,2,■,■,,,,17,4,2,23.5,2.00,2,0,1,0.0,1,0.50,6,0,0,1,4.2,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
5,,佐藤匠,3,■,■,■,,,11,2,0,18.2,0.67,0,0,0,-,4,1.33,11,1,0,3,15.9,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
6,,浜田翔太,3,■,■,■,,,4,0,0,0.0,-,2,0,0,0.0,2,0.67,12,0,1,2,2.1,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
7,,笠原啓太,2,■,■,,,,6,3,0,50.0,1.50,0,0,0,-,2,1.00,8,0,0,4,12.5,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
8,,筒井匠,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
9,,前田将武,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
10,,川畑貴裕,1,■,,,,,3,2,0,66.7,2.00,0,0,0,-,0,-,3,0,1,1,0.0,5,1.0,1.0,30.0,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
13,,小島大輝,2,,□,■,,,7,3,0,42.9,1.50,0,0,0,-,1,0.50,9,0,0,0,0.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
14,,森田凌雅,3,□,■,■,,,17,7,2,41.2,2.33,1,1,0,100.0,0,-,9,0,2,2,0.0,14,4.0,4.0,42.9,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
16,,小堀優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
17,,茂木祐太,2,,□,■,,,6,3,0,50.0,1.50,2,1,0,50.0,2,1.00,8,0,0,2,6.2,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
18,,三浦一真,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,92
1,,上場雄也,3,■,■,■,,,59,27,6,45.8,9.00,29,14,5,48.3,0,-,15,4,3,4,28.3,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
2,,浜崎勇矢,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
4,,阿部航平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
5,,廣瀬優希,3,■,■,■,,,20,9,4,45.0,3.00,0,0,0,-,2,0.67,8,0,3,2,-3.1,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
6,,瀧澤陽紀,3,■,■,■,,,20,9,0,45.0,3.00,4,1,0,25.0,1,0.33,17,1,4,4,5.9,25,9.0,6.0,48.0,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
8,,曹海倫,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,2,0.67,11,0,2,4,4.5,3,3.0,0.0,100.0,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
10,,鎌田敏弥,3,□,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
12,,土井友登,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,3,10.7,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
13,L,新垣東麻,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,10.0,2.0,78.6,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
14,,勝本真太郎,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
16,,松田康河,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
20,,満生大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
22,L,関谷拓巳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
23,,曽田一也,3,■,■,■,,,7,3,0,42.9,1.00,0,0,0,-,0,-,14,0,4,2,-3.6,31,17.0,7.0,66.1,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,92
1,,與崎風人,2,,,,□,■,10,5,1,50.0,2.50,0,0,0,-,0,-,6,0,1,1,0.0,10,7.0,1.0,75.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
2,,小松一哉,5,■,■,■,■,■,36,13,4,36.1,2.60,5,1,1,20.0,2,0.40,20,0,0,0,0.0,20,9.0,6.0,60.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
3,L,三角昌弘,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,6.0,3.0,57.7,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
4,L,宮田航輔,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
5,,河野祥侑,1,■,,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
10,,佐藤隼一,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,6,0,2,3,4.2,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
12,,澤瑞貴,5,■,■,■,■,■,39,18,4,46.2,3.60,7,4,1,57.1,2,0.40,26,1,2,10,11.5,39,16.0,9.0,52.6,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
14,,山下道生,4,■,■,■,■,,14,5,2,35.7,1.25,0,0,0,-,2,0.50,11,0,2,4,4.5,1,0.0,1.0,50.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
16,,石黒聖也,4,,□,□,□,■,5,2,2,40.0,0.50,0,0,0,-,1,0.25,7,0,1,3,7.1,1,1.0,0.0,100.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
17,,田中拓海,4,,■,■,■,■,1,1,0,100.0,0.25,0,0,0,-,0,-,10,0,0,5,12.5,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
20,,藏田大輝,3,,■,■,■,,15,8,2,53.3,2.67,2,1,1,50.0,1,0.33,5,0,2,1,-5.0,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
22,,大村翔哉,2,■,,□,,,12,3,2,25.0,1.50,4,1,1,25.0,0,-,4,0,3,1,-12.5,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
26,,渡辺周馬,5,■,■,■,■,■,22,9,1,40.9,1.80,0,0,0,-,5,1.00,14,0,0,4,7.1,3,2.0,1.0,83.3,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,118
1,,西澤岳,4,■,■,,□,■,24,8,5,33.3,2.00,8,2,2,25.0,0,-,8,0,2,1,-3.1,1,0.0,1.0,50.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
2,,白川佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
3,,逢沢亘,5,■,■,■,■,■,14,7,2,50.0,1.40,0,0,0,-,1,0.20,11,0,2,2,0.0,2,0.0,1.0,25.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
5,,中野将太,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,0,-,18,0,3,3,0.0,1,0.0,0.0,0.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
6,,浅草大燿,5,■,■,■,■,■,34,13,2,38.2,2.60,1,0,0,0.0,2,0.40,15,0,5,6,1.7,36,9.0,15.0,45.8,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
7,,田中寛人,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
8,,加藤遼太,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
10,,秦惇平,5,□,□,□,□,□,4,2,0,50.0,0.40,0,0,0,-,0,-,6,0,0,1,4.2,8,4.0,1.0,56.2,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
12,L,猪岡恭平,4,,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
15,,藤原郷介,5,□,□,■,■,□,12,4,3,33.3,0.80,8,1,3,12.5,1,0.20,7,0,1,2,3.6,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
16,L,井上周二,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,8.0,6.0,61.1,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
20,,那和朋紀,5,■,■,■,■,■,15,7,0,46.7,1.40,0,0,0,-,3,0.60,12,0,1,2,2.1,1,1.0,0.0,100.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
21,,マシューパロット,5,■,■,■,■,■,46,19,4,41.3,3.80,4,0,2,0.0,3,0.60,24,0,1,7,6.2,32,12.0,9.0,51.6,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
22,,奥田晃,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,118
2,,中村有登,5,■,■,■,■,■,30,19,1,63.3,3.80,5,5,0,100.0,1,0.20,17,3,1,3,20.6,1,0.0,0.0,0.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
3,,野垣昂大,5,■,■,■,■,■,3,2,0,66.7,0.40,0,0,0,-,1,0.20,15,0,0,0,0.0,2,0.0,0.0,0.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
4,,石川和樹,1,□,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
5,,松永崚汰,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
6,,米村尊,3,□,,□,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
8,,長谷川博紀,5,■,■,■,■,■,25,11,0,44.0,2.20,0,0,0,-,0,-,16,0,1,2,1.6,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
10,L,外崎航平,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,9.0,2.0,83.3,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
11,,前川将太,3,■,,,□,■,22,8,2,36.4,2.67,2,2,0,100.0,2,0.67,6,0,0,0,0.0,5,5.0,0.0,100.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
12,L,大浦坂健太,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,8.0,2.0,81.8,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
15,,茶屋道康輔,5,■,■,■,■,■,18,6,1,33.3,1.20,0,0,0,-,2,0.40,18,0,1,1,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
16,,安田瑛亮,5,■,■,■,■,■,23,8,2,34.8,1.60,1,0,0,0.0,0,-,17,0,5,3,-2.9,62,38.0,15.0,73.4,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
23,,北田陽季,1,,,□,,,1,0,1,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,108
